"Местное время в Толмачёво / им. А. И. Покрышкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"24.11.2018 04:00";"-9.0";"748.8";"759.0";"93";"Штиль, безветрие";"0";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Сплошная (100%) 780 м, кучево-дождевые облака";"2.2";"-10.0";
"24.11.2018 03:30";"-10.0";"749.4";"759.7";"92";"Ветер, дующий с востоко-юго-востока";"2";"";"Ливень (ливни), снег";"";"Сплошная (100%) 510 м, кучево-дождевые облака";"1.4";"-11.0";
"24.11.2018 03:00";"-11.0";"749.4";"759.7";"85";"Ветер, дующий с юго-востока";"2";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 990 м";"8.0";"-13.0";
"24.11.2018 02:30";"-11.0";"750.2";"760.5";"85";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Рассеянная (40-50%) 990 м";"9.0";"-13.0";
"24.11.2018 02:00";"-12.0";"750.1";"760.5";"92";"Ветер, дующий с востоко-юго-востока";"1";"";"Слабый(ая)(ые) снег, дымка";"";"Рассеянная (40-50%) 630 м";"9.0";"-13.0";
"24.11.2018 01:30";"-12.0";"750.1";"760.5";"85";"Ветер, дующий с юго-юго-востока";"1";"";"";"";"Рассеянная (40-50%) 630 м";"8.0";"-14.0";
"24.11.2018 01:00";"-12.0";"750.1";"760.5";"85";"Переменное направление";"1";"";"Дымка";"";"Нет существенной облачности";"8.0";"-14.0";
"24.11.2018 00:30";"-13.0";"750.1";"760.5";"85";"Ветер, дующий с юго-востока";"2";"";"Замерзающий(ая) (переохлажденный(ая)) туман";"";"Нет существенной облачности";"6.0";"-15.0";
"24.11.2018 00:00";"-12.0";"750.1";"760.5";"92";"Ветер, дующий с юга";"1";"";"Замерзающий(ая) (переохлажденный(ая)) туман";"";"Нет существенной облачности";"6.0";"-13.0";
"23.11.2018 23:30";"-11.0";"750.2";"760.5";"92";"Ветер, дующий с юго-запада";"1";"";"Дымка";"";"Нет существенной облачности";"5.0";"-12.0";
"23.11.2018 23:00";"-9.0";"750.2";"760.5";"86";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"23.11.2018 22:30";"-9.0";"750.2";"760.5";"86";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"23.11.2018 22:00";"-8.0";"751.0";"761.2";"79";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"23.11.2018 21:30";"-8.0";"751.0";"761.2";"79";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"23.11.2018 21:00";"-8.0";"750.3";"760.5";"86";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"23.11.2018 20:30";"-7.0";"750.3";"760.5";"79";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"23.11.2018 20:00";"-6.0";"750.4";"760.5";"80";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"23.11.2018 19:30";"-6.0";"750.4";"760.5";"80";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-9.0";
"23.11.2018 19:00";"-5.0";"750.4";"760.5";"80";"Ветер, дующий с юго-запада";"5";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"-8.0";
"23.11.2018 18:30";"-5.0";"749.6";"759.7";"74";"Ветер, дующий с юго-запада";"4";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"-9.0";
"23.11.2018 18:00";"-4.0";"749.6";"759.7";"74";"Ветер, дующий с юго-запада";"5";"";"";"";"Рассеянная (40-50%) 1230 м";"10.0 и более";"-8.0";
"23.11.2018 17:30";"-4.0";"749.6";"759.7";"69";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Рассеянная (40-50%) 1230 м";"10.0 и более";"-9.0";
"23.11.2018 17:00";"-3.0";"749.0";"759.0";"64";"Ветер, дующий с юго-запада";"5";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"-9.0";
"23.11.2018 16:30";"-3.0";"749.0";"759.0";"69";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"-8.0";
"23.11.2018 16:00";"-3.0";"748.2";"758.2";"69";"Ветер, дующий с юго-запада";"5";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"-8.0";
"23.11.2018 15:30";"-3.0";"748.2";"758.2";"69";"Ветер, дующий с юго-запада";"7";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"-8.0";
"23.11.2018 15:00";"-3.0";"748.2";"758.2";"69";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-8.0";
"23.11.2018 14:30";"-3.0";"748.2";"758.2";"74";"Ветер, дующий с западо-юго-запада";"8";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-7.0";
"23.11.2018 14:00";"-3.0";"747.7";"757.7";"74";"Ветер, дующий с западо-юго-запада";"8";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-7.0";
"23.11.2018 13:30";"-2.0";"747.7";"757.7";"69";"Ветер, дующий с западо-юго-запада";"8";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-7.0";
"23.11.2018 13:00";"-2.0";"747.0";"756.9";"69";"Ветер, дующий с западо-юго-запада";"9";"";"";"";"Сплошная (100%) 1200 м";"10.0 и более";"-7.0";
"23.11.2018 12:30";"-2.0";"747.0";"756.9";"69";"Ветер, дующий с западо-юго-запада";"10";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 1200 м";"10.0 и более";"-7.0";
"23.11.2018 12:00";"-2.0";"746.3";"756.2";"69";"Ветер, дующий с западо-юго-запада";"10";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"-7.0";
"23.11.2018 11:30";"-1.0";"746.3";"756.2";"69";"Ветер, дующий с западо-юго-запада";"9";"";"";"";"Разорванная (60-90%) 750 м";"10.0 и более";"-6.0";
"23.11.2018 11:00";"-1.0";"745.5";"755.4";"75";"Ветер, дующий с западо-юго-запада";"9";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"-5.0";
"23.11.2018 10:30";"-1.0";"744.7";"754.6";"75";"Ветер, дующий с западо-юго-запада";"9";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 990 м";"10.0 и более";"-5.0";
"23.11.2018 10:00";"-1.0";"744.0";"753.9";"80";"Ветер, дующий с западо-юго-запада";"9";"14";"";"";"Разорванная (60-90%) 990 м";"9.0";"-4.0";
"23.11.2018 09:30";"0.0";"743.3";"753.1";"75";"Ветер, дующий с западо-юго-запада";"10";"15";"";"";"Рассеянная (40-50%) 330 м, сплошная (100%) 1200 м";"10.0 и более";"-4.0";
"23.11.2018 09:00";"1.0";"742.5";"752.3";"81";"Ветер, дующий с западо-юго-запада";"9";"14";"Слабый(ая)(ые) снег";"";"Незначительная (10-30%) 330 м, сплошная (100%) 930 м";"9.0";"-2.0";
"23.11.2018 08:30";"1.0";"742.5";"752.3";"87";"Ветер, дующий с юго-юго-запада";"7";"";"";"";"Незначительная (10-30%) 390 м, сплошная (100%) 900 м";"10.0 и более";"-1.0";
"23.11.2018 08:00";"2.0";"741.9";"751.6";"81";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Незначительная (10-30%) 390 м, сплошная (100%) 840 м";"10.0 и более";"-1.0";
"23.11.2018 07:30";"2.0";"741.9";"751.6";"81";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Незначительная (10-30%) 390 м, сплошная (100%) 840 м";"10.0 и более";"-1.0";
"23.11.2018 07:00";"1.0";"741.0";"750.8";"87";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-1.0";
"23.11.2018 06:30";"0.0";"741.0";"750.8";"93";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Разорванная (60-90%) 300 м, сплошная (100%) 600 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"23.11.2018 06:00";"0.0";"741.0";"750.8";"93";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 330 м, сплошная (100%) 600 м, кучево-дождевые облака";"10.0 и более";"-1.0";
"23.11.2018 05:30";"0.0";"741.0";"750.8";"87";"Ветер, дующий с юга";"5";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 330 м, сплошная (100%) 600 м, кучево-дождевые облака";"9.0";"-2.0";
"23.11.2018 05:00";"0.0";"741.0";"750.8";"87";"Ветер, дующий с юго-юго-запада";"6";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 330 м, сплошная (100%) 780 м, кучево-дождевые облака";"10.0 и более";"-2.0";
"23.11.2018 04:30";"0.0";"741.0";"750.8";"87";"Ветер, дующий с юга";"6";"";"";"";"Разорванная (60-90%) 360 м, сплошная (100%) 900 м, кучево-дождевые облака";"10.0 и более";"-2.0";
"23.11.2018 04:00";"-1.0";"741.0";"750.8";"93";"Ветер, дующий с юга";"6";"";"";"";"Рассеянная (40-50%) 300 м, сплошная (100%) 540 м, кучево-дождевые облака";"10.0 и более";"-2.0";
"23.11.2018 03:30";"-1.0";"741.0";"750.8";"86";"Ветер, дующий с юга";"6";"";"";"";"Незначительная (10-30%) 300 м, сплошная (100%) 840 м, кучево-дождевые облака";"10.0 и более";"-3.0";
"23.11.2018 03:00";"-1.0";"741.0";"750.8";"86";"Ветер, дующий с юга";"6";"";"Ливень (ливни), снег";"";"Сплошная (100%) 600 м, кучево-дождевые облака";"2.0";"-3.0";
"23.11.2018 02:30";"-1.0";"741.0";"750.8";"86";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 690 м, кучево-дождевые облака";"2.3";"-3.0";
"23.11.2018 02:00";"-1.0";"741.0";"750.8";"80";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"4.6";"-4.0";
"23.11.2018 01:30";"-1.0";"741.0";"750.8";"80";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"9.0";"-4.0";
"23.11.2018 01:00";"-1.0";"741.8";"751.6";"80";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"9.0";"-4.0";
"23.11.2018 00:30";"-1.0";"741.8";"751.6";"80";"Ветер, дующий с юга";"7";"";"";"";"Разорванная (60-90%) 1080 м, кучево-дождевые облака";"10.0 и более";"-4.0";
"23.11.2018 00:00";"-1.0";"741.8";"751.6";"80";"Ветер, дующий с юго-юго-востока";"6";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 1080 м, кучево-дождевые облака";"10.0 и более";"-4.0";
"22.11.2018 23:30";"-1.0";"741.8";"751.6";"80";"Ветер, дующий с юга";"6";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 1170 м, кучево-дождевые облака";"8.0";"-4.0";
"22.11.2018 23:00";"-1.0";"742.5";"752.3";"80";"Ветер, дующий с юга";"7";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 1170 м, кучево-дождевые облака";"8.0";"-4.0";
"22.11.2018 22:30";"-1.0";"742.5";"752.3";"86";"Ветер, дующий с юга";"7";"";"";"";"Разорванная (60-90%) 1320 м";"10.0 и более";"-3.0";
"22.11.2018 22:00";"-1.0";"742.5";"752.3";"86";"Ветер, дующий с юга";"7";"";"";"";"Рассеянная (40-50%) 990 м";"10.0 и более";"-3.0";
"22.11.2018 21:30";"-1.0";"743.2";"753.1";"86";"Ветер, дующий с юго-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 690 м";"9.0";"-3.0";
"22.11.2018 21:00";"-2.0";"743.2";"753.1";"93";"Ветер, дующий с юго-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 270 м, сплошная (100%) 750 м";"9.0";"-3.0";
"22.11.2018 20:30";"-1.0";"743.2";"753.1";"86";"Ветер, дующий с юго-юго-востока";"5";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 270 м, сплошная (100%) 690 м";"9.0";"-3.0";
"22.11.2018 20:00";"-2.0";"744.0";"753.9";"93";"Ветер, дующий с юго-юго-востока";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 540 м";"6.0";"-3.0";
"22.11.2018 19:30";"-2.0";"744.0";"753.9";"93";"Ветер, дующий с юго-юго-востока";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 570 м";"8.0";"-3.0";
"22.11.2018 19:00";"-1.0";"744.0";"753.9";"86";"Ветер, дующий с юго-юго-востока";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 780 м";"7.0";"-3.0";
"22.11.2018 18:30";"-2.0";"744.0";"753.9";"93";"Ветер, дующий с юго-юго-востока";"5";"10";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 1020 м";"9.0";"-3.0";
"22.11.2018 18:00";"-1.0";"744.7";"754.6";"86";"Ветер, дующий с юго-юго-востока";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 510 м";"8.0";"-3.0";
"22.11.2018 17:30";"-2.0";"744.7";"754.6";"93";"Ветер, дующий с юго-юго-востока";"5";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 600 м";"8.0";"-3.0";
